0.0,1.9639414454066303e-08
1.0,1.968750225137551e-09
2.0,3.6526841586329845e-09
3.0,5.3793770196712615e-09
4.0,6.042055287387661e-09
5.0,7.523476080901429e-09
6.0,8.36020329494227e-09
7.0,8.758618875724312e-09
8.0,9.204977562688612e-09
9.0,1.0443384318557633e-08
10.0,1.0722607245619193e-08
11.0,1.0699172212962361e-08
12.0,9.640928647623723e-09
13.0,9.082265739201554e-09
14.0,9.55029904089164e-09
15.0,8.137105561092214e-09
16.0,7.490891018832961e-09
17.0,6.148352530597426e-09
18.0,4.618771597056774e-09
19.0,3.3244570686515255e-09
20.0,8.595369765799873e-07
21.0,2.0691297774982258e-06
22.0,4.092408943351833e-09
23.0,5.357517363158379e-09
24.0,4.744292954722764e-09
25.0,5.21141199196504e-09
26.0,6.631102880945146e-09
27.0,5.6925588920457304e-09
28.0,3.7500776257479764e-09
29.0,4.170422050156928e-07
30.0,1.9890673174849383e-08
31.0,7.74768740422399e-07
32.0,5.75863008405659e-07
33.0,2.5148450592364566e-07
34.0,7.277532184808008e-08
35.0,4.814296741224069e-08
36.0,1.8225819757033377e-07
37.0,2.9798247808277075e-07
38.0,1.9812300228210524e-07
39.0,6.279266794000823e-08
40.0,4.721755912126008e-08
41.0,2.5843486224765827e-07
42.0,2.3944294236062937e-07
43.0,2.0038656106137037e-07
44.0,7.428338424276293e-08
45.0,6.39618196636062e-08
46.0,2.8254134544176384e-07
47.0,4.2625852067747975e-07
48.0,2.4022367384019877e-07
49.0,7.594598544120069e-08
50.0,5.879949540457683e-08
51.0,3.142668635113809e-07
52.0,3.3905413647288587e-07
53.0,1.9429011691302182e-07
54.0,6.643746435240609e-08
55.0,4.8896954724641765e-08
56.0,2.4203802953259363e-07
57.0,3.9573347669511337e-07
58.0,2.21423464858449e-07
59.0,7.283963609119469e-08
60.0,7.062708077986203e-08
61.0,3.142285888193445e-07
62.0,3.952725804600654e-07
63.0,3.65765989721055e-07
64.0,6.647044091494799e-08
65.0,7.160450860661096e-08
66.0,2.2599421603817606e-07
67.0,3.1782478737440627e-07
68.0,2.653415120908814e-07
69.0,6.627219899010211e-08
70.0,6.991824087645809e-08
71.0,2.733839438381997e-07
72.0,5.140120441159507e-07
73.0,2.5987644245791134e-07
74.0,8.946116797779036e-08
75.0,1.005157875984638e-07
76.0,3.167980437965065e-07
77.0,4.712089651211393e-07
78.0,3.948700600456205e-07
79.0,7.941119407736703e-08
80.0,7.796711498016647e-08
81.0,1.7733997659978722e-07
82.0,3.2982792310567156e-07
83.0,2.4741164924272435e-07
84.0,8.72884096663001e-08
85.0,9.492378435497426e-08
86.0,2.3715267973765538e-07
87.0,3.960091780603617e-07
88.0,2.4146803706163417e-07
89.0,7.298432061941184e-08
90.0,7.469724065918098e-08
91.0,2.348724538588878e-07
92.0,3.976870667909092e-07
93.0,3.243098222970504e-07
94.0,5.029660358685174e-08
95.0,6.96154884328892e-08
96.0,2.9933216577203897e-07
97.0,3.068227221677731e-07
98.0,2.963149880615203e-07
99.0,5.4020707699964146e-08
100.0,7.019084204296424e-08
101.0,1.6354774444436481e-07
102.0,2.4805795524126543e-07
103.0,2.4091303668512467e-07
104.0,4.339408159172938e-08
105.0,6.755200274784175e-08
106.0,1.7796477060494802e-07
107.0,2.70047479116358e-07
108.0,2.877695967136756e-07
109.0,4.253300038386579e-08
110.0,6.646169073690134e-08
111.0,2.0469655109183688e-07
112.0,3.398657642971092e-07
113.0,2.455671049288067e-07
114.0,5.663117653639366e-08
115.0,5.7610898884544026e-08
116.0,2.6564796440797466e-07
117.0,5.829032563753056e-07
118.0,6.89163524972611e-07
119.0,1.9060763643760354e-08
120.0,4.524808436030599e-07
121.0,4.181215330265161e-09
122.0,6.03861145337119e-09
123.0,6.6503742705834525e-09
124.0,6.8499549239902766e-09
125.0,5.378018140683158e-09
126.0,4.5447270499167205e-09
127.0,4.827362307564766e-09
128.0,2.150243943758476e-06
129.0,8.308329583747721e-07
130.0,3.3500550891866835e-09
131.0,5.106118234751433e-09
132.0,6.339705542046052e-09
133.0,7.452596844456056e-09
134.0,8.515112575957421e-09
135.0,9.97291082398108e-09
136.0,9.88649379117185e-09
137.0,9.921116346630612e-09
138.0,1.052611594579607e-08
139.0,1.0589804447596829e-08
140.0,1.0639172141219325e-08
141.0,9.891300244450898e-09
142.0,9.362883806331158e-09
143.0,8.65618859838706e-09
144.0,7.563227957864046e-09
145.0,6.2659102733863936e-09
146.0,5.048019341427916e-09
147.0,3.919398930698522e-09
148.0,1.961508305308378e-09
149.0,2.187480833596209e-08
